,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,0,-0.25220201240258566,-2.566050211634109,-0.023861146911309257,-1.327194869487152,-0.44269220288945405,0.23217043856751632,-0.3068673904741004,0.3060372759084318,-1.9065524833743528,1.4421192905270765,-1.9630283698726558,-4.726799261093484,1.8377347998948668,-0.40831507322302446,-0.8117306905315258,-1.2518589496972279,-2.2270816295652995,2.0882980664356476,-1.0575417082815803,-2.5806313821591336,-3.505361609372253,1.1668236306577668,0.23958257975486785,-1.097354047721282,3.9188260043710934,3.9956300579485715,-6.160449925448795,-0.741557406788615,0.2220537740234194,-0.5451946016455376
1,2,-0.017223559239865915,0.8486742360559155,-0.06452767520834501,-0.5591686857672639,0.495683244315188,-0.22103711460785302,0.6002754087645559,0.09737027376608769,2.0162146645059518,-1.0672485499473023,-0.65193457665814,-0.03812815158387799,2.1556096609038384,-0.01123696658723957,0.31562158795120154,-1.638938203688673,-0.5336487006003906,-2.1650636928755906,-2.2981447421359653,-0.0758540601995177,-4.52921046712506,-0.6011874602979577,-0.2652401427520295,0.41263473968592507,-1.5156287505413295,-0.7922310127045146,-0.049692520373303,-0.12412886061515356,-0.2992174921173401,-1.9590578852160523
2,0,-0.14649746743292894,-2.5238011977216486,0.05562219274600467,0.00902857039478408,-0.3589148799613111,3.379764045718583,0.3281609326500236,0.058665288710623466,4.881381388275097,2.7424745871195944,-2.1690712417424063,-0.4581664456843648,-1.8901290499591146,-0.5462552271408417,0.3435273468342934,-0.471641263065192,-0.4687108396162171,-3.024432061756452,-1.0615913441200162,-1.7332977540003356,-7.563245583763246,0.9522140785108214,0.2948135714888825,1.2444593888318685,5.35231019089329,0.23081899904155828,-0.5971295352843973,-0.2904115602593731,-0.21471939629345912,2.2937456923282604
3,0,-0.4153119149434656,-3.4351827808346957,-0.17903000214208295,0.4956868059422297,-0.012186154777859306,0.7439549264769192,-0.5120424603060707,0.6572560720835509,-2.9614372855591062,4.451945614150309,-2.2527500953388975,-3.3340229120715605,3.973638910203258,-1.309779341392899,-0.20959871746574268,2.559148725108782,0.810665466792692,1.175569215754413,-2.5377465878328507,-0.9956065188647331,-0.7014072883328025,0.4935424403730992,0.9834578950379683,-1.557383604556605,4.124575434432259,2.5723908806798765,-4.345240841762417,-0.2084664280351556,-0.0569134094409469,1.0348217380492881
4,4,0.03042207838372452,-0.9103778366641652,-0.12754624843485574,0.24288301862799314,-0.0756831876597626,-1.3324268839326756,-0.0026930635990657955,0.29301594938206077,0.3613327735547165,1.7125864763710221,-0.3869318206734665,0.460018025760641,0.3421124037809247,0.7330202342067725,0.6536309715560424,1.2910145668150828,-1.6869209108366439,2.1018939112220405,0.626774167409884,-0.3560357619752835,4.645318626865643,1.941520373221933,-0.3885007839193408,-0.07091954377902898,2.5354664436886414,-5.792916195299351,0.5995427044741164,0.17997093814740825,0.6022398044307296,-1.1643965663746942
5,0,-0.01380435990524936,-1.360777813193264,-0.045020076986289695,-0.26468336799305386,-1.5374153894998643,0.9965087592944064,0.9463973656963097,0.1713274041752825,0.2278391259924135,0.46353656239538643,0.7562264050859625,-1.9326344178153008,1.9734157472535776,0.1942426676718996,0.7553693583967436,1.8387868025701712,-1.9488858009044743,-0.30096437409902355,-0.9068819439811777,-0.41302745804956453,-1.996661457888915,3.1521199343321804,0.4455613225380042,1.046649634564949,1.154696732549228,0.9789980187952756,-2.518807526511242,1.2709846993559109,0.5052353830543094,0.10553968024320934
6,1,-0.3498788174787858,-2.1305728195522997,-0.024938573396731393,0.2587055411439726,2.2157396432182184,-0.7231590587611589,-0.17655142950062513,0.4263288769273319,-4.602913673700227,4.774314681323462,-1.8528150222091935,0.29092929253171484,0.7985752618517337,0.25219659657229915,0.545894151953789,0.7997971049418022,0.18675622173897316,-0.5582596221550569,0.44775506848503466,0.5219099950817978,3.5887472817093067,1.0716195639913046,0.04351485949220632,-0.12682056463668923,1.5876623785660207,-0.03111547762470306,0.37916891314594525,-0.09333399551878221,-0.23647674812229905,0.26789682259725256
7,0,-0.15299101383447766,0.3857116931715268,-0.020478259256628623,0.03816143361395946,0.4929636952916033,0.7066116373721295,-0.6632386107922004,-0.1678865520206297,-3.6245923655563836,-1.7434449857033922,1.2860820260461137,0.06394186981004955,3.372105516830698,-1.1131008378352931,-0.16535491361862195,0.8698665153747632,-0.6729550598276622,-0.43758810163460143,-0.6225715957099007,-0.05689402620851259,0.4973346755639772,-2.391670868813375,-0.8806129251523569,0.3782125985754386,-8.703908666485178,3.4859714793087293,0.08333560732030118,0.22281915119345644,-0.054767739185589075,-0.2905277227892775
8,2,-0.2271929742616607,1.2617733560431965,0.023925158223260846,-0.5837984472578198,0.16632555516310252,-1.6276582748959878,-0.8370803259631182,-0.38480119982038863,-1.9356076058177927,0.8992168981826818,-1.385777435501511,2.1191549991468066,-0.6599068134717117,-1.4457374497868956,2.8351295028480514,-0.31468929482970753,1.04476705726507,-2.4492294944497677,0.40313241351184237,1.3691687615412473,0.9138426418954682,2.1745221492167808,0.819967869985922,-2.159033004107207,-0.9157612968846881,4.961541045943343,2.761900291379899,-0.34912091003044715,-0.08570816921761622,1.828053554658264
9,4,0.019733748718601805,0.11599321923176519,-0.06275743846728779,0.6936136058691739,-0.5010424845347325,0.47991304101900906,-0.41053340486912937,-0.1838221349495145,0.3658135752878259,0.3369767260695636,0.20201385162705296,0.6080708892400437,0.7060932609835534,0.23832439227547422,1.618074315206569,-1.4753989166886319,1.5743268328264344,1.683083736939004,-0.8178332621610931,1.6366479896232506,2.3150797792113416,-1.1951877180245494,-0.2879537828933519,-0.11644230450522378,-0.40303329145314204,-2.741357837692817,0.7925003913578134,0.25108680087755314,0.4549106684544994,-1.2317265408358846
